Farm_ID,Soil_pH,Soil_Moisture,Temperature_C,Rainfall_mm,Crop_Type,Fertilizer_Usage_kg,Pesticide_Usage_kg,Crop_Yield_ton,Sustainability_Score
15,6.482790628039667,28.45560656807191,20.16197555375826,81.30023001459625,Soybean,75.34972940385333,9.359396963272479,5.32037137376984,90.84817381996902
16,7.054741217776171,19.655637713234896,27.96783233266048,148.62561974516802,Soybean,112.57927621849174,1.859710994242552,2.39349137390423,69.96140261589592
17,5.973365493863964,42.70974102706827,26.575204612271502,66.20691899989099,Wheat,97.5343419504175,11.895590924791218,1.7048596644141183,91.99243254154308
18,6.583093065159037,11.498242994276477,24.91873191811401,245.89161588575385,Corn,152.53833261457288,15.049744502788412,8.579189655625214,70.47337845152552
19,6.0674652934539015,47.401776963870525,21.11402952187713,96.66830252797175,Wheat,110.92859639906168,9.234577226681505,6.975590798933613,92.311437141956
20,6.257391099584453,44.89435420046594,26.49489290177671,60.31937745226449,Wheat,119.83321514974577,18.894567812447473,8.24152685123876,90.5051012711159
21,5.619689301194233,14.923085647407577,26.625860998451447,173.93989032137705,Rice,153.4818606203243,1.4206468619273358,7.0676099609491745,82.1121612943129
22,6.447879713979683,21.069922922545423,31.993506701694415,99.72042966090086,Soybean,164.82897060293607,2.2745684873072616,6.221686082628516,92.19705236910181
23,6.702037514807811,37.37437713790826,19.08674454576016,218.7816394143764,Rice,96.34290091663581,11.46544104198659,4.42407482921899,4.004522519560472
24,6.312419074789759,45.178640676580365,34.577847211971566,276.17569666983593,Rice,101.15198537619762,18.766469209717116,1.0437489915960905,14.19630050206453
25,6.9114876411694635,33.80629095409634,28.11304900879866,139.21773508528065,Corn,83.84049381834646,2.4323805922931223,6.875110175812429,50.643197753523886
26,6.209887991745868,43.24296917727143,30.250719180208343,220.63252907307935,Soybean,132.0259992198088,18.333322434670585,7.619672245469831,85.3197072105299
27,7.410289573446674,34.68013431910735,31.825484718642635,87.33461302367539,Corn,72.55190764622608,5.514242041447922,5.982668409961666,54.66743906130282
28,5.667683835420685,21.950458876774253,29.99256113085425,93.50895669857324,Soybean,122.43676597112972,4.598193466160003,5.1039184618797755,26.175993976240285
29,6.1194706283489575,24.069662011400897,27.715229792124568,188.4264097589007,Corn,185.1240510080099,16.711476580141483,5.608640581593386,5.660227738335344
30,6.025554524324873,17.419899448438578,26.845011063932787,91.51346796307301,Rice,149.72112905446693,14.848174477061667,9.772130233697206,38.1387513213859
31,6.984197957012491,25.17501877170303,20.18741845537157,82.08397181704328,Soybean,92.87184751249026,16.281250734903345,4.087899553375317,9.990061248636417
32,6.438889458465133,40.8312893183533,24.936991119935023,101.63182258763746,Corn,123.808246665197,15.126222610451554,5.222258178377057,70.2051052319877
33,6.668458141624396,49.449644073135985,16.86507831993968,204.76426735436388,Corn,122.90064422816238,14.60516754341281,9.899291442182196,40.04054119191309
34,6.992217184879853,17.492620155368314,18.30117641991129,52.804054727819164,Soybean,182.52056263541942,16.392497008168185,3.3771435307403435,0.36586921384755833
35,5.889466248126667,28.939526226425972,26.955803369451473,61.837335969041604,Wheat,146.8330587876664,13.896246581811518,2.173271759007589,91.40170134874201
36,6.194162192352832,40.63418481151942,16.627880504212897,242.3524341706538,Corn,170.2929392443508,17.33240665048835,2.954325987580382,63.17195179649438
37,6.630377683509898,18.54648479978344,27.17396530368292,101.04438892783628,Soybean,167.5328257983424,18.461302754320727,8.886114512587351,18.462320662001208
38,6.604303827352485,38.89071558012587,31.47627157039481,114.75798595070762,Soybean,143.3471954599794,4.744370255232036,9.438428269981285,10.34311961910298
39,6.7621156949286245,34.92040942828403,32.759998352952564,112.75193609588649,Soybean,129.26299527513157,11.076228388948781,1.931973470785926,57.95016085413751
40,5.95281477413593,45.423234522012706,18.32561798109916,81.04582729962424,Wheat,102.72473174256449,15.818265723636854,2.6354495399199704,35.13248255356219
41,5.507364579715336,32.327215112404275,21.680872696350274,114.37574167137183,Soybean,131.17283186117226,4.245162673021194,8.745016762086479,39.93539037020341
42,6.471150318389809,43.39406596696823,19.123190484886525,239.57888525958316,Wheat,140.849071796451,1.8288289614860695,6.741602799296277,48.2334985277203
43,5.847089885007446,19.709044499587055,27.982159000274457,178.17920163039975,Corn,142.47107997135902,12.825754059725341,9.164376389422232,48.00832106077194
44,6.040257569985672,23.909230365694594,17.907677572591393,123.20837833137827,Rice,193.50235925246423,17.000035619704562,9.42722611669988,9.844795562546194
45,6.564973219785767,40.99512682268633,34.29615051534111,260.0265993255493,Rice,149.51691700160387,15.68931690755164,3.034914277130987,61.48171292860036
46,6.544380456939772,33.57207730514695,34.00962210644727,283.29519658617437,Wheat,156.36809949823413,9.819803042924779,4.883533555074348,90.83967446335912
47,6.233387814990003,49.31533680003753,29.780671674208605,100.25041607378836,Rice,168.0012417353063,10.820468013044552,1.5987615919613076,3.2860616824990863
48,6.246214135331203,26.036409736428926,28.647578511664534,113.36032911218048,Soybean,142.2429874893642,19.811462305776907,4.2843774180006955,49.35662748405514
49,6.445425336644562,10.29315506826729,32.12438486478429,114.45740739190445,Wheat,155.72106522597613,5.118078475926157,5.059445238907788,65.39842656331352
50,6.391520696949928,26.72846464303609,30.690424174109722,121.97192780257721,Rice,113.46741666630253,19.596705936828627,2.980505285450986,0.7077674094652875
51,6.3120279275474935,17.568618181365125,30.69163834731838,87.37404580238801,Corn,104.91441497888052,9.57466143803003,5.705556767101029,49.48347581424505
52,5.831170108744856,15.414890788350736,25.965030828342503,53.765143975139885,Wheat,65.60814336610535,18.572114206326304,1.9907277024782197,33.54380188540229
53,7.421686491007281,41.22337200028809,20.032676553679146,247.42272120204046,Rice,143.68663151623485,3.1794268958282874,7.728135299498718,29.965972160994625
54,6.457571747477704,36.60149045450892,16.905785698550936,167.4542304597705,Rice,143.25957317126648,16.515741852329413,9.41120766052502,10.453470047304014
55,6.5703802062160115,21.814289928046872,22.761587939389585,142.60967543756848,Soybean,171.19951241149596,5.706052099244716,8.13224125828311,72.7050809268704
56,6.513331613698615,46.09103080568665,29.936504140314916,112.01070876488674,Corn,187.13274461548792,15.690147499790394,6.313354151449532,20.123572336600425
57,6.249235146847602,15.891063619182585,15.108353537268428,119.25803119865675,Wheat,129.9468493392256,12.570864479673698,5.649623290749395,36.535732923073695
58,6.137650555303729,24.291145777987502,27.780126267920096,203.9858784345896,Soybean,84.4488897117101,16.936365338769598,4.4093180108168,30.991960800046726
59,6.096362341455526,21.84954562388308,33.582788395887476,207.9618613766481,Wheat,183.04748354200203,6.641139853815191,5.752432212588814,11.182607198374283
60,6.881067673479195,42.81694335887328,30.921655849089245,167.96969224924982,Corn,111.42486824231943,11.327177783636284,5.739016650942668,0.37217774961731953
61,7.434557838868131,11.257436371324431,33.17777921260789,110.02551731711326,Wheat,125.9265085256724,8.833258683191119,6.899186245681676,22.96313296344692
62,6.825225542124672,11.18008761305855,26.35906956375098,125.03374991737721,Corn,194.6675079590212,18.343789687489995,8.242753745300075,7.4912520124218895
63,6.101398768043378,39.91815245309215,33.32882425351775,120.90004388676071,Soybean,168.6427398859857,11.88389995359344,2.1358884129539257,36.75794157487488
64,6.069699367491246,49.427877828654495,26.095504832641296,294.95955700876027,Rice,127.9837700922686,8.621982751450588,8.934624411472498,25.207723479014966
65,6.204715219358108,42.02106531736974,21.07168042396649,211.0052850429136,Soybean,113.1444868946853,10.469464599225276,9.551663218437291,4.8681171761242314
66,6.111860423455605,43.93707684443839,29.243187816905674,204.6586094138218,Soybean,181.9198754188139,16.855691865574105,9.612049664751154,4.01282746214604
67,6.430205403025928,33.62868823970665,34.990516377975354,87.81992883439608,Soybean,150.85299657936076,17.76306212250612,1.9005743777881414,24.276414582574603
68,6.881089828005177,30.58957865554765,31.292416373668814,81.44440741236915,Soybean,175.49595417393834,3.8308519155260408,2.1996676111178055,53.83989116191543
69,6.362456472961689,49.88545742139002,34.51645194157118,184.43726121974413,Corn,105.59744411287227,14.70691892176302,3.1401490449352405,46.502426496381354
70,6.116863526692438,44.84389806654478,31.680563522223075,128.41629487614824,Rice,112.07956121322366,18.25808233391429,4.395739151728564,1.3193865793545867
71,5.711284596112738,28.52922678860232,20.530181119756676,185.900922015363,Rice,180.92970315801415,9.712900839674703,8.404725649638365,77.88789216185116
72,5.589778178465735,30.495317643503633,32.892050128146536,136.22757309491567,Rice,164.19408584213778,5.340803589866409,3.166620823376957,22.042984899766736
73,7.309527837200978,37.06395003993173,25.61647605434738,135.08309201625735,Wheat,117.58547390040167,10.934516130396366,5.361424321792696,38.262186182471545
74,6.635593731170439,43.489030707205146,34.7254532736098,177.49622824677272,Wheat,95.69967666212467,17.764057472791333,9.880885047645128,32.19972297053704
75,6.243216802807474,46.50871667512754,28.066113015420118,146.63177701463243,Wheat,165.75340560617724,18.131386768724553,3.1310360897796206,76.98087383896376
76,5.853540130075134,22.856619732935442,32.06827114902412,234.11686701953323,Soybean,132.45214222170608,17.900185729958682,7.990790490729653,44.79101146159867
77,6.2553428882002855,35.66965659655696,19.62840808496795,206.4953647747214,Rice,146.22207621760958,4.315239492000425,8.168747275149276,94.42808507074346
78,6.08667535959813,33.97727667848554,22.785393279230064,113.26521199661559,Rice,119.90734092874145,9.12992032818424,4.653353352400787,25.45776034959394
79,7.245993099919475,44.68340592800359,28.545522408265278,207.8127357320201,Soybean,145.72843917234303,9.729261586698335,2.5384940856540004,45.95925262062494
80,6.675148536100682,33.55978159324159,19.113386827244145,66.04292061301652,Corn,100.75319171942972,17.582821457044506,3.428574255551733,75.79130741951136
81,6.361833196057908,29.529072366033017,34.48769092746163,109.52922879599652,Soybean,173.78272220391852,17.464824773162047,4.815931839017493,61.94324556817203
82,6.838298327689452,34.16680640752675,20.899034688240945,219.3713046481248,Soybean,152.7455911157456,1.1505094529250695,7.13118477301467,99.99454520768337
83,5.889677609309151,41.144256932799564,20.34952910725771,179.64175129052683,Wheat,171.2124137714137,14.075187959132268,4.628522392847771,8.176775768741384
84,5.92688204910396,27.43024619355993,25.897500189241587,93.71235329677245,Rice,188.2971576127095,11.746053825000669,7.742719020076168,46.01130147291834
85,6.429446768875312,20.910878770675225,17.163237629973896,187.53298286904155,Rice,63.021868747751874,8.843538860984212,1.8584001379126114,61.60783607120292
86,6.181280612936031,46.985764911914664,34.02339617861633,165.3177272491748,Rice,196.1808487804786,12.500871056057607,1.4389167427274852,83.95632894287003
87,6.138536827061506,12.86067052078951,23.660576082217617,187.26447146093724,Soybean,164.47651862341246,13.748160086803162,2.084908264094343,74.87133051186885
88,6.728718776779569,27.266176023214218,34.63613323226291,195.27013623127306,Soybean,167.99999788925078,10.694298116357734,5.6689307583752475,86.57398975077646
89,6.916305914290647,24.05646441438261,33.924612702681706,227.57432260102135,Wheat,133.63282261509045,15.55863002628661,1.319866436998784,58.85012445108916
90,6.261561732000704,33.71443545465083,16.966703898920898,129.90930211530187,Wheat,60.180718348333976,1.3896444362118312,2.5994800968342955,39.41433344661893
91,7.415707033409456,24.426156753889853,28.014933863410576,104.89778763995574,Rice,112.56143333502911,4.1367939485640735,4.417002462061427,11.938888830980353
92,5.666998922384661,27.44231983948911,25.86432073340447,105.75804773241245,Rice,186.8539354002627,9.45076676668025,6.526252272937036,48.616606749489264
93,5.615885844728965,22.073072745775796,15.337984883406481,170.69441040267293,Wheat,160.93982395644298,3.4563624004345854,4.371930064589092,29.087048632980128
94,7.038963566055359,29.45738038345878,30.134703077908604,54.12956059267047,Rice,187.1377324504423,5.0351295046173,1.278743440185635,38.71029307354325
95,6.913577540555665,41.513873752704896,32.12751329751977,141.33249521230653,Corn,112.78454190208325,6.801942984672068,5.918738644603996,51.33207585276286
96,6.258328305108583,39.226386877982605,26.196335373433293,195.99204465491525,Corn,115.71877248021164,9.254407738257612,8.08609956205752,70.95542688498307
97,7.193182413745444,38.632146651564184,33.01956687327689,209.91251257056055,Rice,130.3673774272143,15.736319822278064,3.8424911358204334,92.72367572153871
98,7.1197218300133205,15.902790851895245,28.200866702166,269.7285102657863,Soybean,94.92616947446189,14.034563553112692,5.215624111204291,77.31376765594322
99,5.709013876814965,29.16891343552908,20.69475690812215,211.31510306983913,Wheat,91.95484844721918,17.028676722642263,9.900061690858049,30.00262267758047
100,6.95255761840418,22.58524569256458,22.65519498965161,85.10216485388452,Wheat,98.60607296944005,8.323375025575535,8.790308203509738,25.23491704915106
101,6.276567112849554,18.502610851022347,32.35974303419155,294.56989872053293,Corn,92.82456263746847,10.469554605238548,3.9155242621372817,94.5412525106672
102,7.3718493490658785,43.77502130761667,27.269835503148176,97.45953284510168,Wheat,196.75121235878385,3.3151096737007544,3.4303585900792704,75.80332641879625
103,5.8136360042769715,14.313072734544633,33.453561331660865,248.1058571737723,Rice,121.75427340131512,18.34563469195653,4.703710875539237,80.24123228364346
104,5.77401951514352,15.164361530260969,18.53594142404922,108.89061917477403,Soybean,173.59613059777755,5.27891075019028,1.5520791604505777,16.502392196382164
105,5.863715459401353,21.616925360078213,25.465122141469138,126.8336823693278,Corn,61.98923004252199,8.964776958673658,1.545458649169149,17.622427268099393
106,7.369225343611594,38.1873880015885,21.60990330303605,150.30396831331092,Corn,130.87086895233315,19.188242320707502,7.710351396089547,22.909871841429098
107,6.878980861078465,33.60822735940539,19.192894918099373,76.4056901439319,Soybean,176.54409748167063,10.124506391600478,1.7573134269106465,54.08166395197593
108,6.412058949102125,38.318106505381735,24.973733369014298,193.7648638165778,Soybean,165.5405523152152,4.043493494748924,2.0005820781829717,10.885352856240226
109,6.787764661629051,35.47160029329678,25.58097912013313,58.21096604725788,Soybean,161.15760010140144,16.448016831324352,5.8801659151901955,85.45413115425514
110,7.263049772862924,12.268770639266977,27.549741742126987,145.16219944153406,Rice,175.31298236653106,2.504736042604441,2.6655340937044416,56.573983545971416
111,7.218438466989319,24.80644262272602,17.324715619433174,190.3405405084033,Rice,192.69532873106522,15.379848935670319,9.640738508441897,11.161266372127942
112,6.729495217578998,11.737213269464304,26.037810639987814,130.2247504214248,Rice,83.93459055724195,7.433216383595889,7.45223081485644,96.60705778520901
113,5.946257103139219,12.550250107628447,24.170490716999296,231.7229865983656,Corn,164.52408774163052,8.265856117389438,9.213992065703426,86.71592122169055
114,5.527013108343908,14.920022573314334,30.271851233848277,50.26582461206095,Corn,145.7373954898947,15.613849272993589,5.1343811263939365,95.93687184876158
115,7.330637046162746,41.685682818335536,33.00455772180535,153.7403659257905,Wheat,169.7147296452459,19.008526131233783,5.94762015786089,59.980986406434326
116,5.892720620088916,47.348305941409066,26.286797094244402,291.1842341633968,Soybean,72.87748499400789,8.153715415513158,5.139070251201271,32.89743693943274
117,7.241801820189826,11.557140098283899,24.709927995634313,77.57301727776878,Wheat,82.76561444046814,7.705682237276601,7.228265211291491,13.246453937972602
118,6.637076392831088,38.79088468290854,25.80668753717277,71.23712825212151,Wheat,175.8201123480041,14.905039849713459,3.9686818911897346,99.42921335633208
119,6.49530013462922,29.838292441649912,18.044762733731257,159.3340814009054,Rice,144.49574403276438,16.44175068024435,8.47073980066883,12.546123583056657
120,5.689393093999395,27.892463446386063,30.27821703082133,247.15540987048365,Corn,107.20562851294619,2.1200700045351324,1.3371325547839938,97.8495608003644
121,6.8197847900854125,43.72282484662131,30.7356274630529,163.93488964122372,Wheat,150.58233330764634,1.343791042407041,4.666121759451317,97.86950161558401
122,5.999621024578403,46.67023411724695,24.064762817605565,77.26819141665571,Corn,104.06852524597062,14.650251493885388,6.587336193601214,11.132889132171487
123,7.422226973423058,48.59829164982301,16.367381925024254,236.27062263571986,Rice,192.46341513173638,19.539513159821677,8.075830649149673,35.06582164452144
124,5.6079898053744515,36.40269859515385,16.07073858494591,54.703795483095824,Rice,152.87513054543172,9.403518897202648,9.332628846823,20.86411563292424
125,6.236384971369466,20.721199575965443,29.104644220176894,178.28005971212195,Rice,197.7636054468169,4.278973350771283,9.429338569948209,91.3422105967672
126,7.303872181260834,34.092763726923145,31.21898918806233,200.13545260919898,Wheat,158.88909821420913,17.624448396915213,7.821888258723434,99.13602203904948
127,6.073563916112218,30.949681047347664,28.282988373888767,202.47435602911204,Soybean,107.89541069721616,12.256006973299394,3.6603433235096476,96.7909658547518
128,5.649587829203574,30.731809056565915,25.375479860007324,270.17450858771235,Corn,195.58643730760983,3.8552679015103126,6.295767223031005,32.597387149130256
129,7.479203328576487,19.31850883336987,22.496826743119314,157.72726873924387,Soybean,146.78062033783834,2.3460859591982657,4.244315448361881,15.946258086162523
130,5.5903945091590845,40.77289791113564,19.07288530957718,249.83823763358404,Rice,137.59518067087959,11.953521374743787,3.2848203934182365,30.283292565579423
131,7.2543202580770885,29.14325125397765,24.011646289590722,79.42823178337628,Corn,80.68420614353153,15.631125241909443,8.281901018655233,57.39040912349004
132,7.157346976661532,40.764651591325375,29.65421754099979,51.634708637788165,Rice,78.28664490411624,19.8848323153324,9.779944781827089,14.501869580754079
133,7.0924899448848775,28.08265936568093,30.314322385404125,195.8476350375422,Corn,57.268491442371136,3.0627597848736663,2.033238423398527,57.02683144293489
134,5.524041612654502,28.607924665208504,31.13553242793937,263.0649256869753,Rice,159.37222267802926,18.71828961445574,6.694664256551585,43.23557059217875
135,5.871646669898609,30.387253603796417,31.902894413770948,254.96019926866146,Soybean,173.30033958020005,9.192914338980177,9.463208194458238,64.0870629379417
136,7.453502587564528,10.330479741646688,30.719143742995435,247.85475057679832,Rice,120.91728916272547,1.2576311070881139,4.952923709081913,34.43132019851125
137,6.311600394146201,26.42952421303272,27.15184030535282,223.5968723929165,Wheat,190.77918593681392,12.466067237988753,1.1270914105368437,13.271088680420196
138,6.5729628409063645,12.12522917906838,17.367770229703083,79.50464114286544,Soybean,87.27644621918164,14.316372692521899,4.978993812707982,50.327508852673866
139,5.903687358977028,20.104548546220062,32.03439712273147,162.44334917355968,Rice,146.75213926410055,6.025592087500455,4.43439899355031,90.36871843794188
140,6.43942332049575,36.86561240793663,21.18220982019138,185.44590224883814,Rice,138.12198008478464,9.262960940219054,5.3196091259151945,38.344336201229645
141,7.289523465975359,36.129646574914375,33.04286158328058,230.3313168011959,Corn,193.5823068389512,5.797463588136804,4.133475532072047,92.8793049258955
142,7.337662090174925,43.090797330714096,33.5843683517771,204.5708266944524,Wheat,122.90663255593066,10.147404826694668,5.862234960898033,79.05017036106057
143,5.551843112308496,30.90496658513231,25.99260566614587,126.35310468093087,Corn,72.84715766788496,9.325561703328722,4.876817043445005,23.51282070144787
144,7.153689541173734,32.2402977295082,28.336699968670214,158.71554907200505,Rice,196.857393743869,6.401743512903212,9.91869909222388,85.49313969446686
145,6.745781381042555,14.764308489554093,28.28473391598395,186.0135784718531,Corn,59.00115640341615,2.372899362434783,7.238887421996853,83.65164612202612
146,5.709445551636801,10.284356419378957,19.693220836522368,257.71705842640506,Soybean,173.89276206308853,12.47451276206528,4.854325558821428,16.77687291854255
147,5.994995099099265,24.052704584058887,18.678201083898976,109.76386845683353,Rice,129.39566684954946,16.053865502103605,6.0556409786339715,62.40716458448087
148,6.275099521481231,18.255457932605577,26.71098216188264,131.45877898775285,Corn,83.62054628709868,1.0144371582071563,7.8152291263798865,84.36536348308515
149,6.542418687435879,47.280374717966346,18.79846456347595,245.1687605177821,Rice,177.46307112785635,1.3701806240381558,1.2967028624596826,76.62451441374678
150,6.993194640250513,19.705692244924368,28.162378258024994,119.35052574454429,Corn,125.99311268056314,11.294328227323266,4.3475055513330485,51.93336876796395
151,5.821161919065492,46.39727048051549,18.01837218400233,233.21679208996738,Wheat,83.50862090328312,6.1899597327978455,3.209354850977947,9.446787454361194
152,7.167610802879152,41.55301539313456,18.666196806054774,182.03140884870265,Rice,50.76214129886131,7.279954012071898,5.2126235330401,32.853201212620256
153,6.578034822919724,39.530358840965405,30.786720948957374,99.84730974761496,Rice,99.84024200819727,12.746694757561695,1.1295422775604835,71.36484168172176
154,6.211752709087358,33.04099427887887,27.725601485681775,269.97224762646243,Corn,192.77892639041323,17.004304249028817,8.436758009656362,14.934117151884141
155,6.659279277937312,26.426021597254604,25.098912334631073,299.9855906948948,Corn,104.7946554621587,2.154600450074525,6.5647369352944756,35.70690692109972
156,6.972806155132656,32.71717797158118,22.34676467376204,52.605461064608434,Soybean,173.93476086094327,9.346250271224273,4.89146540508286,94.76531888516335
157,7.409636406729949,45.439334069974855,31.492638148311933,168.12079273749046,Soybean,111.47531166841341,1.5789915866976676,4.883544120942953,9.460212979608073
158,6.295370205561299,46.6852747769661,16.211331987644634,148.81440680369468,Wheat,190.92249807470432,6.280140514551078,4.460736150975176,57.90088655550881
159,6.39746305341864,44.65069266858169,18.575204390879193,260.41165442599504,Rice,117.34916751885542,10.661222612113813,9.36442571608883,3.539485366070705
160,7.41537858955707,35.032472765395525,15.505215213855372,222.16128689269846,Soybean,83.37429888746124,1.5251208560450977,2.1211168776542118,8.186452433889734
161,6.2645627122902345,32.11078586022468,24.30016319669699,286.77199541163117,Wheat,150.58263709044337,8.443566698196058,6.156517247678311,24.723382028171592
162,7.091433204483655,39.24981675021317,18.864775117856887,100.03362682205918,Corn,109.45077215915914,11.387902316206507,9.365234240995964,85.91440971687231
163,6.915938698566748,47.80459510865795,23.68224437299343,118.55944730197317,Soybean,112.87650775816408,15.50931947270632,2.986144647414456,60.460924955740545
164,6.807162487565323,46.71251785885385,27.2173550780974,147.36752397910794,Corn,189.28376852346346,1.0880214657972795,5.3476373558509644,37.27778534167976
165,6.465054739318357,16.005504294831844,15.848884147770868,252.6228197764448,Rice,166.58782180042076,19.909841468112564,2.071158824016943,88.80316305325236
166,5.856659314091696,32.925306019877105,15.537989031435458,216.49265469797967,Wheat,104.6994771334298,11.696532430567505,2.0012223204116864,12.323187882840935
167,5.567955937141209,18.1684310749301,34.906269610064314,213.57455837880133,Soybean,103.51338818915079,4.809570640678819,7.468727625847614,94.33026058237891
168,6.683131790695882,22.324968676222422,18.27773066957273,279.83786196657786,Wheat,123.1933295164847,14.388652959450713,2.473714901959914,85.31510209633575
169,7.3435869111975975,14.66743518634162,32.81422087993256,55.40710939288838,Wheat,77.08800196221117,6.4846735680525285,5.644626117167657,51.4222089075829
170,7.49404829711391,43.790796428316284,27.573953586691182,81.39040379671535,Corn,129.21704099076288,10.166318632650432,8.05606282169768,14.36781294783579
171,6.585206657344752,40.003464635519705,30.863446819054907,72.99083300969446,Soybean,125.15215818214483,17.451699112456737,4.953858372919341,55.91778230322315
172,6.612131702524361,23.87891254132167,20.576262676147795,56.93524288653003,Corn,143.57989499656338,19.188402687581963,6.521417369965136,3.4507040275440493
173,6.983349665683473,33.5566356971827,25.53600554249116,257.06722565855443,Rice,134.247741373976,18.467971625275997,3.076202272950562,35.66065962250246
174,5.677017088791365,16.9776949277446,25.3405061541415,63.955758406521355,Wheat,155.5309274064112,12.074478923879424,5.209389667505784,48.91618646527524
175,7.048380950880358,32.8357884728829,33.355582666281165,274.77915285939736,Rice,86.62697498786167,4.587647603254902,3.218770948667638,30.52698762073217
176,7.325823884691198,39.75437526500814,18.445168763119177,175.66661449034137,Soybean,106.11902212103837,5.262022398544175,8.382575808178355,32.711510805570896
177,5.926806618807801,48.8288743790942,23.06487190664977,274.2926271103994,Rice,67.5549569346192,2.258547069982667,8.186163260343097,18.488166954623008
178,6.209489017069347,37.93163193689926,32.83473032667786,243.7003889866594,Rice,90.21256252551697,14.00611439856997,7.420790724488517,0.8541815505318628
179,7.29940630907638,21.371483749086245,28.801251210855757,116.0089541722263,Wheat,166.87689858033775,6.309188916432256,4.181321092012006,44.67589133337798
180,6.001301475832473,49.10512917793508,20.633891322844573,257.822527113236,Corn,135.37156191374916,8.179550086748144,5.923019481408639,11.56571403651152
181,7.056477869898545,13.753809679322524,28.038331490511876,159.6311321830871,Corn,116.3208692380842,11.035126410668688,1.4820288550573286,30.429387938461073
182,6.090088584290415,15.974273252923785,20.061189877542667,84.91324279266885,Rice,58.42414268599359,11.466549432992187,2.568815107544311,59.218346008174485
183,6.974562557100504,30.007939678724526,15.467404485582822,182.2302505116673,Rice,157.88280004293603,15.422725412869369,5.614122734727707,49.29533079869807
184,5.543245931417902,42.36491042915833,24.241792822904436,225.18123205611144,Soybean,60.859203589610985,13.104486442231812,7.616909123031458,21.466734386386065
185,6.522558735905287,28.126244876240417,30.273729816338683,250.4607341544992,Rice,58.15548184593035,14.30062005385392,3.012670033474584,81.25700957833335
186,6.401251651834368,18.603317079714024,34.305824224886926,188.76694982713514,Corn,171.23185259376402,7.534853768020457,9.3763479558671,86.37164225833122
187,5.646771773878108,28.22145852448957,33.62169870252043,273.1707427741899,Soybean,73.51388934007466,14.070971006781651,4.466448314172031,92.89397239444651
188,5.888417924491275,41.59716533488903,17.63211992082357,130.32638962898943,Corn,106.39894048787008,3.3259860877945764,7.930510649324177,90.28440637988766
189,6.700109427196831,38.85955331904387,17.15125736322244,88.02154312505051,Corn,56.6263398123317,8.7370543348448,1.9951729747645435,56.16441941026916
190,7.421306340533458,14.075483203101232,15.998777923657485,111.35077215725582,Soybean,174.1084971741986,12.10390128757739,2.262449602450212,57.60233295679444
191,6.323145277817974,18.07231403985415,34.465928516575,147.900970251654,Corn,155.6769819543284,6.925472075304162,2.0276306535262547,37.23844121875898
192,5.695651307466739,16.73756414785104,21.318089484107738,156.95093715430517,Rice,136.07802447742466,7.685987726141103,8.796867104490474,7.692712347436315
193,5.704597504143328,27.17564332335181,15.505392928767392,292.29376049848645,Rice,197.50472992174502,18.302601461955476,9.985435969535366,63.698157361954074
194,5.775475765881934,39.78814350728101,33.73199143934611,176.85118850512868,Soybean,185.60704684111874,17.97455734022922,5.788027848126681,50.183188640651835
